Protein.Group,Protein.Ids,Protein.Names,Genes,Peptides,First.Protein.Description,NanogAbk_1,NanogAbk_2,NanogAbk_3,NanogBock_1,NanogBock_2,NanogBock_3,TBPAbk_1,TBPAbk_2,TBPAbk_3,TBPBock_1,TBPBock_2,TBPBock_3
Q13867,J3KS79;K7ENH5;K7ES02;Q13867,BLMH_HUMAN,BLMH,9,Bleomycin hydrolase,375719,102783,216186,1295540,361417,,222578,390138,212542,415232,1334920,358579
Q96MU7,J3QR07;Q96MU7-2;Q96MU7,YTDC1_HUMAN,YTHDC1,8,YTH domain-containing protein 1,567267,625174,521122,436695,566490,520581,476030,550970,416852,,255669,347714
Q9P2Y4,Q9P2Y4,ZN219_HUMAN,ZNF219,8,Zinc finger protein 219,469239,469369,511946,409378,422590,410196,460199,482117,438798,425977,423798,357266
P26641;P26641-2,P26641-2;P26641,EF1G-2_HUMAN;EF1G_HUMAN,EEF1G,9,Elongation factor 1-gamma,521572,499271,571263,373331,190470,,620901,613892,563856,376083,445780,481878
A0FGR8-2,A0A087WXU3;A0FGR8-2;A0FGR8-4;A0FGR8-6;H7BXI1;A0FGR8,ESYT2-2_HUMAN,ESYT2,13,"Isoform of A0FGR8, Isoform 2 of Extended synaptotagmin-2",473217,518719,536096,305682,283418,263632,501068,497393,413944,412288,500672,541716
P27824;P27824-2;P27824-3,D6RFL1;D6RGY2;H0Y9H1;H0Y9Q7;P27824-2;P27824-3;P27824,CALX-2_HUMAN;CALX-3_HUMAN;CALX_HUMAN,CANX,4,Calnexin,481556,459283,455646,653266,286688,216684,438354,351937,341538,396822,555692,602934
P57678,I3L2C7;P57678,GEMI4_HUMAN,GEMIN4,2,Gem-associated protein 4,535822,568330,632634,370338,298222,,686665,447724,435379,331907,415608,508545
Q14697;Q14697-2,F5H6X6;Q14697-2;Q14697,GANAB-2_HUMAN;GANAB_HUMAN,GANAB,15,Neutral alpha-glucosidase AB,624811,573320,643926,532826,445062,303321,354689,354547,253591,254668,476049,405136
P42696,A2A2V2;P42696,RBM34_HUMAN,RBM34,13,RNA-binding protein 34,446789,487086,457730,415499,436584,285723,581888,592527,519634,341442,378346,253939
Q9UKD2,Q9UKD2,MRT4_HUMAN,MRTO4,7,mRNA turnover protein 4 homolog,430568,437299,404105,377608,290776,276979,700058,743190,691307,224184,306587,313550
Q14562,Q14562,DHX8_HUMAN,DHX8,25,ATP-dependent RNA helicase DHX8,511648,527371,526571,449377,554756,373174,407203,401907,394652,342086,362984,326127
P67936,A0A2R8YE05;K7ENT6;K7EPB9;P67936-2;P67936,TPM4_HUMAN,TPM4,9,Tropomyosin alpha-4 chain,402355,431117,370603,260913,230919,200768,595921,634914,580835,360627,593552,513229
P23528,E9PK25;E9PLJ3;E9PP50;E9PQB7;G3V1A4;Q9Y281-3;P23528;Q9Y281,COF1_HUMAN,CFL1,4,Cofilin-1,500512,450274,556151,293091,238510,108327,682706,578525,477151,399785,369944,519324
P50402,Q5HY57;P50402,EMD_HUMAN,EMD,4,Emerin,531283,422676,487273,528701,407845,393134,354167,374567,365693,409855,498249,394811
P54886;P54886-2,P54886-2;P54886,P5CS-2_HUMAN;P5CS_HUMAN,ALDH18A1,14,Delta-1-pyrroline-5-carboxylate synthase,567506,563009,562573,889254,272428,227006,341634,349152,347925,256068,376841,410369
Q92917,Q92917,GPKOW_HUMAN,GPKOW,6,G-patch domain and KOW motifs-containing protein,698272,674108,798288,412199,,232917,571474,602143,,,593967,567098
Q99470,K7ELI9;Q99470,SDF2_HUMAN,SDF2,4,Stromal cell-derived factor 2,365899,512108,398133,277586,473780,338854,526855,529831,803716,138599,392538,356328
Q5VVQ6;Q5VVQ6-2,Q5VVQ6-2;Q5VVQ6,OTU1-2_HUMAN;OTU1_HUMAN,YOD1,3,Ubiquitin thioesterase OTU1,233075,188731,245202,1162000,659586,,239403,450911,,415064,945011,574675
O43795;O43795-2,E7EQD9;E9PDF6;O43795-2;O43795,MYO1B-2_HUMAN;MYO1B_HUMAN,MYO1B,19,Unconventional myosin-Ib,459682,478785,474818,305904,301976,,448831,501410,889500,414721,380292,430209
P02042,E9PEW8;E9PFT6;P02042,HBD_HUMAN,HBD,1,Hemoglobin subunit delta,223992,418373,333473,1125920,805946,287477,378453,362792,,480502,338052,325103
P49327,A0A0U1RQF0;P49327,FAS_HUMAN,FASN,39,Fatty acid synthase,532560,504807,539555,384720,403097,302247,496646,502774,475122,324193,302923,311063
Q9UKV3-5,G3V3B0;Q9UKV3-5,ACINU-5_HUMAN,ACIN1,3,"Isoform of Q9UKV3, Isoform 4 of Apoptotic chromatin condensation inducer in the nucleus",591350,617660,558825,489571,516570,311646,428530,409576,433222,246253,237767,234977
P82650,G5E9V5;G5E9W7;H7C5F2;H7C5H3;P82650-2;P82650,RT22_HUMAN,MRPS22,9,"28S ribosomal protein S22, mitochondrial",497250,565709,543650,369521,332098,457666,434048,381287,383689,366352,318800,402512
P60842,E7EQG2;Q14240-2;P60842;Q14240,IF4A1_HUMAN,EIF4A1,6,Eukaryotic initiation factor 4A-I,581217,563653,612824,534526,329457,199097,578641,350581,346171,275954,277393,398728
P61981,P61981,1433G_HUMAN,YWHAG,5,14-3-3 protein gamma,468287,441609,494107,468587,,323167,503584,515919,338924,440740,399077,651402
O14579;O14579-3,M0QXB4;O14579-2;O14579-3;O14579,COPE-3_HUMAN;COPE_HUMAN,COPE,2,Coatomer subunit epsilon,306438,341554,358774,281725,161549,,580285,640981,828012,534257,521722,483108
Q5HYI8,Q5HYI8,RABL3_HUMAN,RABL3,3,Rab-like protein 3,423680,394927,437464,,478992,318155,490751,393308,526515,507685,511713,552015
Q9BYQ5,Q9BYQ5,KRA46_HUMAN,KRTAP4-6,8,Keratin-associated protein 4-6,50568.7,,4269300,324328,,,,212015,,,176897,
Q9H7N4,Q9H7N4,SFR19_HUMAN,SCAF1,10,"Splicing factor, arginine/serine-rich 19",510411,578043,530945,482301,563798,613730,294997,314125,265857,272804,211616,334867
P61224;P61224-2;P61224-3;P62834,A0A075B6Q0;E7ESV4;F5GWU8;F5GX62;F5GYB5;F5GYH7;F5H004;F5H077;F5H0B7;F5H491;F5H4H0;F5H500;F5H6R7;F5H7Y6;P61224-2;P61224-3;A6NIZ1;P61224;P62834,RAP1A_HUMAN;RAP1B-2_HUMAN;RAP1B-3_HUMAN;RAP1B_HUMAN,RAP1A;RAP1B,3,Ras-related protein Rap-1b,216869,281246,348518,667530,606060,,368779,357139,653112,450570,551033,443657
P11310;P11310-2,B7Z9I1;H0YDT5;P11310-2;Q5T4U5;P11310,ACADM-2_HUMAN;ACADM_HUMAN,ACADM,6,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",363402,410968,370065,1283930,518099,,186273,376785,,,1098160,333479
Q9H2P0,A0A2R8Y6X0;Q9H2P0,ADNP_HUMAN,ADNP,14,Activity-dependent neuroprotector homeobox protein,452504,390623,430141,670388,414238,246695,357178,393314,227129,478707,455260,424233
Q9C075,Q9C075,K1C23_HUMAN,KRT23,8,"Keratin, type I cytoskeletal 23",449322,77739.5,161547,985666,842911,177334,151922,270891,,482999,833450,483813
Q5T230,Q5T230,UTF1_HUMAN,UTF1,2,Undifferentiated embryonic cell transcription factor 1,388157,426714,400941,339166,235586,344827,457962,491982,547224,436230,442757,402563
Q9UHR5;Q9UHR5-2,J3QQJ0;Q9UHR5-2;Q9UHR5,S30BP-2_HUMAN;S30BP_HUMAN,SAP30BP,5,SAP30-binding protein,425531,424218,513553,240258,171334,,629124,447219,471682,458072,547987,582435
P63279,B0QYN7;H3BPC4;H3BQQ9;P63279,UBC9_HUMAN,UBE2I,3,SUMO-conjugating enzyme UBC9,455375,499340,444305,403873,,,378355,409192,327847,779991,529486,651206
Q14739,A0A494C1L1;C9JES9;C9JXK0;Q14739,LBR_HUMAN,LBR,6,Delta(14)-sterol reductase,496993,368065,439848,333187,213396,200848,509139,663169,567410,256395,385462,431075
Q14978;Q14978-2;Q14978-3,A0A0A0MRM9;Q14978-2;Q14978-3;Q14978,NOLC1-2_HUMAN;NOLC1-3_HUMAN;NOLC1_HUMAN,NOLC1,7,Nucleolar and coiled-body phosphoprotein 1,428728,470282,384906,308267,414259,232910,538719,563017,628566,266644,314198,292136
Q96QK1,A0A1W2PP10;A0A3B3ITD4;I3L4S0;Q96QK1,VPS35_HUMAN,VPS35,7,Vacuolar protein sorting-associated protein 35,488458,465981,537927,436033,385982,,483129,339061,449452,305617,453749,493605
Q13510;Q13510-2,A0A1B0GTM3;A0A1B0GTP7;A0A1B0GTZ5;A0A1B0GUA4;A0A1B0GUE3;A0A1B0GUG1;A0A1B0GUH5;A0A1B0GUW4;A0A1B0GV06;A0A1B0GW68;E7EMM4;Q13510-2;Q13510-3;Q13510,ASAH1-2_HUMAN;ASAH1_HUMAN,ASAH1,5,Acid ceramidase,380916,76064.5,107436,1283650,326161,,171172,305081,,455208,1286690,432653
Q9Y421;Q9Y421-2,K7EIY1;K7ELZ8;K7ENN5;Q9Y421-2;Q9Y421-3;Q9Y421,FA32A-2_HUMAN;FA32A_HUMAN,FAM32A,3,Protein FAM32A,447020,426460,438065,111819,92104.9,270550,464201,495931,490556,509426,540668,535915
Q9NQS1,Q9NQS1,AVEN_HUMAN,AVEN,8,Cell death regulator Aven,298495,295156,318305,298315,242047,375227,444905,445743,493749,578262,493000,523571
Q9H7B2,Q5VXN0;Q9H7B2,RPF2_HUMAN,RPF2,2,Ribosome production factor 2 homolog,313459,363823,328929,690281,,,523123,612485,466218,,927022,578963
P02788;P02788-2,E7EQB2;E7ER44;P02788-2;P02788,TRFL-2_HUMAN;TRFL_HUMAN,LTF,17,Lactotransferrin,59950.9,111293,666273,1309440,587843,,283805,486449,128748,234419,439062,496973
P53618,E9PP73;P53618,COPB_HUMAN,COPB1,8,Coatomer subunit beta,472202,391135,451539,455625,,,502865,442800,475801,428000,608139,575612
Q16891-2,A0A087WYS0;B9A067;D6RAW4;Q16891-2;Q16891-3;Q16891-4;Q16891,MIC60-2_HUMAN,IMMT,13,"Isoform of Q16891, Isoform 2 of MICOS complex subunit MIC60",598315,470320,565627,326609,95565.4,194710,424994,279883,498606,317700,638973,392347
Q92621,U3KPX2;Q92621,NU205_HUMAN,NUP205,10,Nuclear pore complex protein Nup205,494513,409245,420207,518650,341929,,343603,451101,311591,339857,820747,347554
Q9BQ04;Q9BWF3;Q9BWF3-4,D6R9K7;E9PB51;E9PLB0;E9PM61;J3QRR5;Q9BWF3-2;Q9BWF3-3;Q9BWF3-4;U3KQD5;Q9BQ04;Q9BWF3,RBM4-4_HUMAN;RBM4B_HUMAN;RBM4_HUMAN,RBM4;RBM4B,7,RNA-binding protein 4B,446744,394109,430521,439432,360240,360433,407191,401360,370719,453009,377318,351006
O15511;O15511-2,B1ALC0;O15511-2;O15511;Q9BPX5,ARPC5-2_HUMAN;ARPC5_HUMAN,ARPC5,2,Actin-related protein 2/3 complex subunit 5,353510,370360,363547,257903,267613,,632391,505149,473589,408166,483017,676629
Q8WXI9,A0A0U1RR30;A0A0U1RRM1;Q8WXI9,P66B_HUMAN,GATAD2B,11,Transcriptional repressor p66-beta,368694,366999,404141,282036,305559,334393,443969,449695,412361,482528,441760,495992
Q15370;Q15370-2,A0A0B4J296;B8ZZU8;I3L0M9;Q15370-2;Q15370,ELOB-2_HUMAN;ELOB_HUMAN,ELOB,5,Elongin-B,413528,461786,398683,303741,295539,,529481,515776,327980,471685,497876,552959
Q15907,B4DQU5;H3BMH2;H3BSC1;P62491-2;Q15907-2;P62491;Q15907,RB11B_HUMAN,RAB11B,4,Ras-related protein Rab-11B,374182,360350,391821,485313,544018,,346163,442933,403993,656509,337426,417275
Q02040,Q02040-2;Q02040-3;X6RAJ1;Q02040,AK17A_HUMAN,AKAP17A,17,A-kinase anchor protein 17A,506465,488968,497529,410681,461816,539344,315580,280901,288943,290837,379164,286250
Q9NWH9,H7BXE3;H7C3F4;Q9NWH9-3;Q9NWH9,SLTM_HUMAN,SLTM,9,SAFB-like transcription modulator,482536,419252,473309,533916,535257,482859,380546,361778,319730,279681,254706,220963
M0QZM1,M0QZM1,M0QZM1_HUMAN,HNRNPM,1,"Isoform of P52272, Heterogeneous nuclear ribonucleoprotein M (Fragment)",338149,322111,322175,492980,680109,328235,278239,287478,189275,485528,512758,499943
P78385,P78385,KRT83_HUMAN,KRT83,3,"Keratin, type II cuticular Hb3",112670,,978330,1317200,,,,1659540,,,418391,236499
P16989-2,P16989-2,YBOX3-2_HUMAN,YBX3,1,"Isoform of P16989, Isoform 2 of Y-box-binding protein 3",225602,322817,234004,393193,358514,,334775,417004,407273,953576,500199,569333
Q6ZRY4,Q6ZRY4,RBPS2_HUMAN,RBPMS2,4,RNA-binding protein with multiple splicing 2,442392,440699,493348,373845,360387,265047,437778,274916,315769,395429,478158,404991
Q9NTI5;Q9NTI5-2,Q9NTI5-2;Q9NTI5-3;Q9NTI5,PDS5B-2_HUMAN;PDS5B_HUMAN,PDS5B,19,Sister chromatid cohesion protein PDS5 homolog B,421335,355873,435392,308874,303651,384142,391505,329935,350469,465864,446000,472275
Q9BYD6,H0Y8N7;Q9BYD6,RM01_HUMAN,MRPL1,7,"39S ribosomal protein L1, mitochondrial",512272,514271,450628,307446,381575,446217,399106,475570,367708,305999,243236,246520
Q9UJS0;Q9UJS0-2,Q9UJS0-2;R4GN64;Q9UJS0,CMC2-2_HUMAN;CMC2_HUMAN,SLC25A13,14,Calcium-binding mitochondrial carrier protein Aralar2,569730,522321,577474,346581,200157,,467853,399639,399689,287648,378243,475707
P04083,P04083,ANXA1_HUMAN,ANXA1,6,Annexin A1,147701,163690,181581,1303310,532295,,57041.5,100940,283284,206668,596095,1052200
P06703,R4GN98;P06703,S10A6_HUMAN,S100A6,3,Protein S100-A6,76207.6,,124229,379738,494637,,,102399,472111,797930,1504200,650253
O00767,O00767,ACOD_HUMAN,SCD,2,Acyl-CoA desaturase,430837,530884,533208,520836,315600,,536098,462032,297204,103606,394925,474595
Q9Y6X2,E9PHH8;Q9Y6X2,PIAS3_HUMAN,PIAS3,1,E3 SUMO-protein ligase PIAS3,,,,443885,453825,,275911,711519,650177,1181680,436819,430558
Q6UX04,D6REK3;Q6UX04-2;Q6UX04,CWC27_HUMAN,CWC27,3,Spliceosome-associated protein CWC27 homolog,314994,354650,392253,383728,527685,,515138,715529,628254,202508,222251,326627
Q9UDY2;Q9UDY2-3;Q9UDY2-7,A0A1B0GTW1;A0A2R8YDH4;A0A3B3IRI3;A0A3B3IRV6;A0A3B3IS03;A0A3B3ISF1;A0A3B3ISZ5;A0A3B3IT83;A0A3B3ITE1;A0A3B3IU51;Q9UDY2-2;Q9UDY2-3;Q9UDY2-4;Q9UDY2-5;Q9UDY2-6;Q9UDY2-7;Q9UDY2,ZO2-3_HUMAN;ZO2-7_HUMAN;ZO2_HUMAN,TJP2,22,Tight junction protein ZO-2,381233,369790,381486,316622,340634,367019,422218,455190,368748,358739,402944,394383
Q00610;Q00610-2,A0A087WVQ6;A0A087WX41;P53675-2;Q00610-2;P53675;Q00610,CLH1-2_HUMAN;CLH1_HUMAN,CLTC,21,Clathrin heavy chain 1,531096,538763,552413,581824,507908,515748,196117,169751,214551,239686,189132,278526
Q96KR1,Q96KR1,ZFR_HUMAN,ZFR,8,Zinc finger RNA-binding protein,347147,362696,356311,368113,414389,418815,275883,293698,314399,498553,448248,380900
Q9HCD5,Q5JY17;Q9HCD5,NCOA5_HUMAN,NCOA5,5,Nuclear receptor coactivator 5,434794,419002,464250,410204,280086,,466771,421304,391411,386274,323211,473568
P05090,C9JF17;C9JX71;P05090,APOD_HUMAN,APOD,6,Apolipoprotein D,612077,,150589,863886,,,,452311,,325773,669430,1386410
O60716-3;O60716-5,C9JZR2;E9PRE2;O60716-10;O60716-11;O60716-12;O60716-13;O60716-14;O60716-15;O60716-16;O60716-17;O60716-18;O60716-19;O60716-2;O60716-20;O60716-21;O60716-22;O60716-23;O60716-24;O60716-3;O60716-4;O60716-5;O60716-6;O60716-7;O60716-8;O60716-9;O60716,CTND1-3_HUMAN;CTND1-5_HUMAN,CTNND1,16,"Isoform of O60716, Isoform 1AC of Catenin delta-1",462798,403973,466905,376601,303317,239381,379064,361090,353648,367424,414378,318636
Q9Y399,Q9Y399,RT02_HUMAN,MRPS2,8,"28S ribosomal protein S2, mitochondrial",529169,468316,494339,338327,438521,433531,302821,284679,353618,282835,249194,268459
Q9Y5B6,Q9Y5B6-2;Q9Y5B6-3;Q9Y5B6-4;Q9Y5B6,PAXB1_HUMAN,PAXBP1,15,PAX3- and PAX7-binding protein 1,409460,374186,428338,446680,285289,335194,442530,345466,352266,332362,391197,299369
O75940,O75940,SPF30_HUMAN,SMNDC1,2,Survival of motor neuron-related-splicing factor 30,340818,358022,322304,330257,282526,,371122,337240,325966,540898,542853,679456
P62633;P62633-2;P62633-3;P62633-7,P62633-2;P62633-3;P62633-4;P62633-5;P62633-6;P62633-7;P62633-8;P62633,CNBP-2_HUMAN;CNBP-3_HUMAN;CNBP-7_HUMAN;CNBP_HUMAN,CNBP,2,Cellular nucleic acid-binding protein,346766,451521,340742,115093,264482,220691,470995,562272,670955,314838,303858,362640
Q96PI1,Q96PI1,SPRR4_HUMAN,SPRR4,3,Small proline-rich protein 4,39916.6,,230821,,,,,340411,208170,305666,1870780,1424310
Q9UBF2,Q9UBF2-2;Q9UBF2,COPG2_HUMAN,COPG2,6,Coatomer subunit gamma-2,455920,415314,465308,,420859,,482630,463001,,506090,590985,613277
P20700,A0A0D9SFE5;E9PBF6;P20700,LMNB1_HUMAN,LMNB1,18,Lamin-B1,545134,499151,604509,233794,358808,,504100,411631,424979,302404,221750,302159
P62873;P62873-2,B1AKQ8;C9JD14;C9JIS1;C9JXA5;C9JZN1;E7EP32;E9PCP0;F5H0S8;F5H100;F5H8J8;F6UT28;F6X3N5;P16520-2;P62873-2;P16520;P62873;P62879;Q9HAV0,GBB1-2_HUMAN;GBB1_HUMAN,GNB1,3,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,425242,350755,365415,629335,389013,335704,223623,314681,287421,255371,451597,348889
Q14694;Q14694-2;Q14694-3,Q14694-2;Q14694-3;Q14694,UBP10-2_HUMAN;UBP10-3_HUMAN;UBP10_HUMAN,USP10,3,Ubiquitin carboxyl-terminal hydrolase 10,305743,412248,332828,352656,354505,,450208,673053,259585,254939,427370,542247
Q9H0D6,Q9H0D6-2;Q9H0D6,XRN2_HUMAN,XRN2,10,5'-3' exoribonuclease 2,369455,368706,392990,360318,510554,263647,363597,327847,374626,272192,426566,334552
Q9UBT6;Q9UBT6-2;Q9UBT6-3;Q9UBT6-5;Q9UBT6-6,D6R9M8;D6RAI7;D6RDX9;Q9UBT6-2;Q9UBT6-3;Q9UBT6-5;Q9UBT6-6;Q9UBT6,POLK-2_HUMAN;POLK-3_HUMAN;POLK-5_HUMAN;POLK-6_HUMAN;POLK_HUMAN,POLK,1,DNA polymerase kappa,227112,303823,237603,309623,494911,519852,233642,549286,476751,,729924,274660
Q6PKG0,Q6PKG0-3;Q6PKG0,LARP1_HUMAN,LARP1,12,La-related protein 1,340341,361428,352991,315417,426001,232651,418421,442566,410871,300119,397417,353223
Q16698;Q16698-2,E5RFV2;E5RJD2;E5RJG7;Q16698-2;Q16698,DECR-2_HUMAN;DECR_HUMAN,DECR1,8,"2,4-dienoyl-CoA reductase, mitochondrial",465248,459773,423819,233607,227130,193434,460248,453687,431732,261309,388585,328391
P22695,H3BP04;H3BRG4;H3BSJ9;P22695,QCR2_HUMAN,UQCRC2,7,"Cytochrome b-c1 complex subunit 2, mitochondrial",423792,411049,460096,291347,336182,212425,397930,384492,225129,366653,333363,471759
Q9NX58,Q9NX58,LYAR_HUMAN,LYAR,6,Cell growth-regulating nucleolar protein,397917,383775,404758,206342,387803,465371,479606,453701,349917,333174,248292,196861
Q69YN4,H0YBN5;Q69YN4-2;Q69YN4-3;Q69YN4-4;Q69YN4,VIR_HUMAN,VIRMA,14,Protein virilizer homolog,345267,322635,336447,455264,397295,,348135,329854,212854,419601,589935,548098
P45880;P45880-1;P45880-2,A0A0A0MR02;P45880-1;P45880-2;P45880,VDAC2-1_HUMAN;VDAC2-2_HUMAN;VDAC2_HUMAN,VDAC2,6,Voltage-dependent anion-selective channel protein 2,426742,369442,413735,416256,534879,111381,341602,338566,222959,234808,447011,423900
P13667,P13667,PDIA4_HUMAN,PDIA4,13,Protein disulfide-isomerase A4,512439,496246,517513,269983,283963,268392,372913,372371,360776,331330,199174,274320
P07814,P07814,SYEP_HUMAN,EPRS,20,Bifunctional glutamate/proline--tRNA ligase,307152,286949,330984,321574,332001,262257,332042,272663,284320,458825,579080,485538
Q9Y6M1;Q9Y6M1-1,F8W930;Q9Y6M1-1;Q9Y6M1-3;Q9Y6M1-4;Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1,IF2B2-1_HUMAN;IF2B2_HUMAN,IGF2BP2,9,Insulin-like growth factor 2 mRNA-binding protein 2,310966,308669,332782,286957,321662,385759,292836,322961,360213,459148,449756,415326
P11177;P11177-2;P11177-3,C9J634;F8WF02;P11177-2;P11177-3;P11177,ODPB-2_HUMAN;ODPB-3_HUMAN;ODPB_HUMAN,PDHB,7,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",545673,580670,581058,211139,358405,,349293,537566,522364,,,557736
P60228,E5RGA2;P60228,EIF3E_HUMAN,EIF3E,5,Eukaryotic translation initiation factor 3 subunit E,328835,294353,329605,162563,332001,254684,427541,399331,407110,409218,474234,424379
P24534,C9JZW3;F2Z2G2;F8WF65;P24534,EF1B_HUMAN,EEF1B2,3,Elongation factor 1-beta,393162,342637,404807,240654,244616,,507150,510837,511513,286466,343655,454045
Q99497,K7ELW0;Q99497,PARK7_HUMAN,PARK7,4,Protein/nucleic acid deglycase DJ-1,346565,217756,278957,863888,327722,139668,161081,262101,155016,454278,715505,301280
P07384,E9PIA9;E9PJA6;E9PJJ3;E9PLC9;E9PLX0;E9PMC6;E9PQB3;E9PRM1;E9PSA6;P07384,CAN1_HUMAN,CAPN1,11,Calpain-1 catalytic subunit,615393,146575,219746,898844,335645,,165385,158754,,230367,967024,484207
Q14690,A0A3B3IUD7;Q14690,RRP5_HUMAN,PDCD11,20,Protein RRP5 homolog,643013,509362,587081,388451,356388,106960,413002,416980,270094,,224214,305377
P59190;P59190-2,A0A2R8Y7G7;A0A2R8YFB8;G3V196;G3V562;J3QSF4;P59190-2;P59190,RAB15-2_HUMAN;RAB15_HUMAN,RAB15,1,Ras-related protein Rab-15,515876,507379,604721,585351,551957,,,375411,,147648,441962,490502
Q8WUQ7;Q8WUQ7-2,Q8WUQ7-2;Q8WUQ7,CATIN-2_HUMAN;CATIN_HUMAN,CACTIN,1,Cactin,733965,889812,808950,534279,265159,,399132,196724,,,176998,196954
O95816,O95816-2;O95816,BAG2_HUMAN,BAG2,6,BAG family molecular chaperone regulator 2,400009,439234,505656,316257,260333,124930,365417,429314,388870,323653,354496,274601
O43187,O43187,IRAK2_HUMAN,IRAK2,1,Interleukin-1 receptor-associated kinase-like 2,,,,,936751,,,,,1589180,1655790,
P15090,P15090,FABP4_HUMAN,FABP4,3,"Fatty acid-binding protein, adipocyte",,265236,988148,2578020,,,,,,,206696,136471
P00338;P00338-3,P00338-3;P00338-4;P00338,LDHA-3_HUMAN;LDHA_HUMAN,LDHA,5,L-lactate dehydrogenase A chain,297827,241860,345599,934080,288340,115722,229070,197006,,459330,413284,588877
Q96T58,F6WRY4;H0Y5U7;Q96T58,MINT_HUMAN,SPEN,29,Msx2-interacting protein,447941,447266,416024,343309,326630,365382,333636,374318,377050,236152,226025,213327
O75534;O75534-2;O75534-3;O75534-4,E9PLT0;O75534-2;O75534-3;O75534-4;O75534,CSDE1-2_HUMAN;CSDE1-3_HUMAN;CSDE1-4_HUMAN;CSDE1_HUMAN,CSDE1,10,Cold shock domain-containing protein E1,444285,366146,423370,336736,360559,374407,386560,424473,486194,,284929,217101
Q9BYR7,Q9BYR7,KRA32_HUMAN,KRTAP3-2,1,Keratin-associated protein 3-2,70632.8,,2646900,286484,,,,403494,,,636722,47732
P05455,E7ERC4;E9PFL9;P05455,LA_HUMAN,SSB,7,Lupus La protein,339189,335195,290311,387130,233591,315301,387513,433495,411847,312974,236911,404615
O43678,O43678-2;O43678,NDUA2_HUMAN,NDUFA2,3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,387902,556307,444415,300703,121617,112374,384643,349831,336797,408788,345430,335184
P12532,C9JSQ1;F8WCN3;P12532-2;P12532,KCRU_HUMAN,CKMT1B,3,"Creatine kinase U-type, mitochondrial",355558,326933,319386,447091,331429,,337085,316642,,,795967,852679
Q14161;Q14161-5,Q14161-2;Q14161-5;Q14161-7;Q14161-8;Q14161-9;R4GNG3;Q14161,GIT2-5_HUMAN;GIT2_HUMAN,GIT2,8,ARF GTPase-activating protein GIT2,333247,318357,354793,300645,196563,227810,405718,385524,345416,334757,397305,442742
P98179,P98179,RBM3_HUMAN,RBM3,2,RNA-binding protein 3,246676,270575,258759,219098,247472,178282,446765,405478,504092,393430,424780,443654
P19404,E7EPT4;P19404,NDUV2_HUMAN,NDUFV2,3,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",593769,612058,619845,255260,129005,,383632,208050,276767,370461,325826,258898
Q9NZ01,M0R2N5;Q9NZ01,TECR_HUMAN,TECR,1,Very-long-chain enoyl-CoA reductase,453014,210829,297101,588969,319621,,224304,311502,175490,179161,857167,394635
P61619,A6NIF9;A6NK38;B4DR61;C9JJV4;C9JXC6;F2Z2C7;F8W776;H7C069;H7C1Q9;Q8TC24;Q9H9S3-2;Q9H9S3-3;P61619;Q9H9S3,S61A1_HUMAN,SEC61A1,6,Protein transport protein Sec61 subunit alpha isoform 1,374439,299837,327870,450488,332761,,339396,347740,345851,313461,543348,335749
P08842,P08842,STS_HUMAN,STS,2,Steryl-sulfatase,241907,,98650,870517,1181450,,146301,334797,,299987,579016,255945
Q6P5S2,Q6P5S2,LEG1H_HUMAN,LEG1,3,Protein LEG1 homolog,,,29792.5,,1829560,,,,1661810,,484396,
Q8WWY3,E7EVX8;Q8WWY3-2;Q8WWY3-3;Q8WWY3-4;Q8WWY3,PRP31_HUMAN,PRPF31,7,U4/U6 small nuclear ribonucleoprotein Prp31,360623,356690,355771,425313,408351,324335,267402,246803,195516,252289,411300,388713
O75475,O75475-2;O75475-3;O75475,PSIP1_HUMAN,PSIP1,5,PC4 and SFRS1-interacting protein,196772,227800,212152,190157,210649,224064,567435,633643,624961,306254,282707,311877
Q9UBQ5;Q9UBQ5-2,K7ERF1;K7ES31;Q9UBQ5-2;Q9UBQ5,EIF3K-2_HUMAN;EIF3K_HUMAN,EIF3K,1,Eukaryotic translation initiation factor 3 subunit K,469642,416036,474750,377990,306368,,596409,385893,,,439259,521615
Q9Y262,B0QY89;C9JHP4;C9K0Q7;H7C3A0;Q9Y262-2;Q9Y262,EIF3L_HUMAN,EIF3L,5,Eukaryotic translation initiation factor 3 subunit L,297495,314458,309343,215670,310711,234103,303410,362764,320323,429034,415737,457947
P82673,P82673,RT35_HUMAN,MRPS35,7,"28S ribosomal protein S35, mitochondrial",635175,467516,648062,111112,165514,,504013,329185,326253,135174,268235,355127
Q3LI77,Q3LI77,KR134_HUMAN,KRTAP13-4,4,Keratin-associated protein 13-4,88341.7,356912,2537030,956727,,,,,,,,
O43242,O43242-2;O43242,PSMD3_HUMAN,PSMD3,16,26S proteasome non-ATPase regulatory subunit 3,354570,334361,367544,426053,312407,238745,303248,293182,220002,358856,399468,329095
